event_id,timestamp,chain_id,scenario,stage,source,identity,asset,action,location,device_trust,mfa_strength,token_age_minutes,privilege_level,data_volume_mb,tool_risk,is_attack,mitre_technique,agentic_risk
evt-9143f20f469b,2026-06-04T05:26:00Z,normal-0595,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.931,2,31,1,0.787,0.128,0,—,—
evt-748e549d768e,2026-06-04T05:33:00Z,normal-0596,normal_activity,Benign,GitHub,user-037,engineering-repo,list_assigned_issues,GB,0.949,2,4,1,1.04,0.016,0,—,—
evt-9d0b3cee14db,2026-06-04T05:39:00Z,normal-0597,normal_activity,Benign,GitHub,user-038,engineering-repo,list_assigned_issues,DE,0.864,2,23,1,1.638,0.097,0,—,—
evt-1cdb54cb2fe6,2026-06-04T05:46:00Z,normal-0598,normal_activity,Benign,Identity,user-039,workforce-sso,interactive_login,SG,0.971,2,11,1,0.661,0.014,0,—,—
evt-239a7963b896,2026-06-04T05:55:00Z,normal-0599,normal_activity,Benign,Identity,user-040,workforce-sso,interactive_login,AU,0.933,2,21,1,0.037,0.089,0,—,—
evt-9fec2a1e69b8,2026-06-04T06:03:00Z,normal-0600,normal_activity,Benign,Cloud,user-001,analytics-warehouse,run_approved_query,IN,0.891,2,22,2,9.981,0.045,0,—,—
evt-2648d18898a1,2026-06-04T06:09:00Z,normal-0601,normal_activity,Benign,AI Agent,user-002,support-agent,agent_summarize_ticket,IN,0.827,2,20,1,1.202,0.219,0,—,—
evt-fcee34c41591,2026-06-04T06:17:00Z,normal-0602,normal_activity,Benign,AI Agent,user-003,support-agent,agent_summarize_ticket,US,0.854,1,34,1,0.909,0.11,0,—,—
evt-3eb3fa954079,2026-06-04T06:22:00Z,normal-0603,normal_activity,Benign,AI Agent,user-004,support-agent,agent_summarize_ticket,US,0.849,2,17,1,0.52,0.141,0,—,—
evt-aff4edd130e7,2026-06-04T06:31:00Z,normal-0604,normal_activity,Benign,SaaS,user-005,document-store,read_project_document,GB,0.907,2,30,1,3.376,0.066,0,—,—
evt-fcab885dc314,2026-06-04T06:39:00Z,normal-0605,normal_activity,Benign,Identity,user-006,workforce-sso,interactive_login,DE,0.895,2,10,1,0.809,0.06,0,—,—
evt-62ed67079aec,2026-06-04T06:44:00Z,normal-0606,normal_activity,Benign,Cloud,user-007,analytics-warehouse,run_approved_query,SG,0.839,2,11,2,12.845,0.064,0,—,—
evt-37cea196ec46,2026-06-04T06:53:00Z,normal-0607,normal_activity,Benign,GitHub,user-008,engineering-repo,list_assigned_issues,AU,0.882,2,28,1,0.385,0.099,0,—,—
evt-6089c0ac0e70,2026-06-04T06:56:00Z,normal-0608,normal_activity,Benign,AI Agent,user-009,support-agent,agent_summarize_ticket,IN,0.819,2,32,1,0.489,0.174,0,—,—
evt-5f669210ae9d,2026-06-04T07:03:00Z,normal-0609,normal_activity,Benign,Cloud,user-010,analytics-warehouse,run_approved_query,IN,0.977,2,6,2,12.273,0.093,0,—,—
evt-a32a1e432d35,2026-06-04T07:11:00Z,normal-0610,normal_activity,Benign,AI Agent,user-011,support-agent,agent_summarize_ticket,US,0.989,2,17,1,1.03,0.114,0,—,—
evt-82d9bfea1fbf,2026-06-04T07:17:00Z,normal-0611,normal_activity,Benign,Cloud,user-012,analytics-warehouse,run_approved_query,US,0.957,2,28,2,5.281,0.056,0,—,—
evt-efc4d8f5da57,2026-06-04T07:24:00Z,normal-0612,normal_activity,Benign,Cloud,user-013,analytics-warehouse,run_approved_query,GB,0.897,2,8,2,4.306,0.076,0,—,—
evt-23a42f710c53,2026-06-04T07:34:00Z,normal-0613,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.937,2,2,2,11.196,0.146,0,—,—
evt-3d44cc894075,2026-06-04T07:42:00Z,normal-0614,normal_activity,Benign,SaaS,user-015,document-store,read_project_document,SG,0.836,2,24,1,4.489,0.2,0,—,—
evt-aa5235d91917,2026-06-04T07:45:00Z,normal-0615,normal_activity,Benign,GitHub,user-016,engineering-repo,list_assigned_issues,AU,0.846,2,16,1,0.941,0.072,0,—,—
evt-51d499e26ceb,2026-06-04T07:53:00Z,normal-0616,normal_activity,Benign,Identity,user-017,workforce-sso,interactive_login,IN,0.84,2,32,1,0.916,0.109,0,—,—
evt-607f56288f79,2026-06-04T08:00:00Z,devi-00,device_code_phishing,Initial Access,Identity,user-001,workforce-sso,device_code_requested,RU,0.129,0,51,1,0.095,0.086,1,T1566,—
evt-c5560a91a840,2026-06-04T08:02:00Z,normal-0617,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.934,2,23,1,2.13,0.098,0,—,—
evt-abe231cf4ec1,2026-06-04T08:06:00Z,devi-00,device_code_phishing,Credential Access,Identity,user-001,workforce-sso,device_code_token_replayed,RU,0.147,0,93,1,0.101,0.191,1,T1528,—
evt-0da3ba5c467e,2026-06-04T08:10:00Z,normal-0618,normal_activity,Benign,Cloud,user-019,analytics-warehouse,run_approved_query,US,0.954,2,26,2,1.677,0.052,0,—,—
evt-445293ad6cfe,2026-06-04T08:15:00Z,normal-0619,normal_activity,Benign,SaaS,user-020,document-store,read_project_document,US,0.966,2,21,1,0.677,0.105,0,—,—
evt-63e6c272f066,2026-06-04T08:16:00Z,devi-00,device_code_phishing,Discovery,SaaS,user-001,mailbox,enumerate_mailbox_rules,RU,0.248,0,105,2,7.287,0.189,1,T1087,—
evt-b92233e21767,2026-06-04T08:21:00Z,normal-0620,normal_activity,Benign,Cloud,user-021,analytics-warehouse,run_approved_query,GB,0.861,2,25,2,11.394,0.208,0,—,—
evt-19de8009d11e,2026-06-04T08:30:00Z,devi-00,device_code_phishing,Privilege Escalation,Cloud,user-001,iam-control-plane,add_privileged_oauth_scope,RU,0.132,0,131,4,1.056,0.33,1,T1098,ASI03
evt-f7daabc91f73,2026-06-04T08:31:00Z,normal-0621,normal_activity,Benign,Identity,user-022,workforce-sso,interactive_login,DE,0.994,2,11,1,0.224,0.02,0,—,—
evt-6f1e1b0cd41e,2026-06-04T08:38:00Z,normal-0622,normal_activity,Benign,Identity,user-023,workforce-sso,interactive_login,SG,0.783,2,30,1,0.429,0.184,0,—,—
evt-0b6ddd534802,2026-06-04T08:44:00Z,normal-0623,normal_activity,Benign,GitHub,user-024,engineering-repo,list_assigned_issues,AU,0.944,2,28,1,0.462,0.19,0,—,—
evt-d163041d0448,2026-06-04T08:44:00Z,devi-00,device_code_phishing,Collection,SaaS,user-001,document-store,bulk_document_download,RU,0.23,0,164,4,138.577,0.285,1,T1213,ASI03
evt-161b3180e1f6,2026-06-04T08:50:00Z,devi-00,device_code_phishing,Exfiltration,Cloud,user-001,external-storage,exfiltrate_archive,RU,0.26,0,183,4,304.548,0.513,1,T1567,ASI03
evt-ffb128351d66,2026-06-04T08:52:00Z,normal-0624,normal_activity,Benign,SaaS,user-025,document-store,read_project_document,IN,0.786,2,16,1,4.98,0.14,0,—,—
evt-6f12797ed3d4,2026-06-04T08:56:00Z,normal-0625,normal_activity,Benign,GitHub,user-026,engineering-repo,list_assigned_issues,IN,0.994,2,14,1,0.971,0.16,0,—,—
evt-ad53e128293e,2026-06-04T09:05:00Z,normal-0626,normal_activity,Benign,SaaS,user-027,document-store,read_project_document,US,0.884,2,3,1,1.686,0.011,0,—,—
evt-55b8fa5a2908,2026-06-04T09:13:00Z,normal-0627,normal_activity,Benign,AI Agent,user-028,support-agent,agent_summarize_ticket,US,0.789,2,11,1,1.455,0.116,0,—,—
evt-6d9bc4bfe505,2026-06-04T09:18:00Z,normal-0628,normal_activity,Benign,Identity,user-029,workforce-sso,interactive_login,GB,0.849,2,32,1,0.878,0.193,0,—,—
evt-6abe46404a2f,2026-06-04T09:25:00Z,normal-0629,normal_activity,Benign,GitHub,user-030,engineering-repo,list_assigned_issues,DE,0.894,2,11,1,0.638,0.076,0,—,—
evt-8b5ddce7d9bc,2026-06-04T09:33:00Z,normal-0630,normal_activity,Benign,Identity,user-031,workforce-sso,interactive_login,SG,0.822,1,12,1,0.764,0.018,0,—,—
evt-a64c417b4614,2026-06-04T09:39:00Z,normal-0631,normal_activity,Benign,Cloud,user-032,analytics-warehouse,run_approved_query,AU,0.858,2,32,2,12.637,0.106,0,—,—
evt-21bd10d42789,2026-06-04T09:44:00Z,normal-0632,normal_activity,Benign,SaaS,user-033,document-store,read_project_document,IN,0.964,2,18,1,5.228,0.128,0,—,—
evt-1c2c171735cb,2026-06-04T09:55:00Z,normal-0633,normal_activity,Benign,Identity,user-034,workforce-sso,interactive_login,IN,0.834,2,7,1,0.212,0.196,0,—,—
evt-7205644ce0de,2026-06-04T09:58:00Z,normal-0634,normal_activity,Benign,Identity,user-035,workforce-sso,interactive_login,US,0.964,2,6,1,0.284,0.107,0,—,—
evt-6728e2884dcc,2026-06-04T10:08:00Z,normal-0635,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.989,2,37,1,1.458,0.037,0,—,—
evt-c20916e25689,2026-06-04T10:12:00Z,normal-0636,normal_activity,Benign,AI Agent,user-037,support-agent,agent_summarize_ticket,GB,0.864,2,12,1,0.866,0.06,0,—,—
evt-7ec8203f9425,2026-06-04T10:22:00Z,normal-0637,normal_activity,Benign,SaaS,user-038,document-store,read_project_document,DE,0.807,2,28,1,5.144,0.165,0,—,—
evt-710d6cfbd353,2026-06-04T10:28:00Z,normal-0638,normal_activity,Benign,SaaS,user-039,document-store,read_project_document,SG,0.888,2,31,1,3.7,0.066,0,—,—
evt-7828464684a2,2026-06-04T10:37:00Z,normal-0639,normal_activity,Benign,Cloud,user-040,analytics-warehouse,run_approved_query,AU,0.8,2,30,2,8.98,0.152,0,—,—
evt-e292457baf55,2026-06-04T10:41:00Z,normal-0640,normal_activity,Benign,Identity,user-001,workforce-sso,interactive_login,IN,0.98,2,10,1,0.931,0.217,0,—,—
evt-0251742efd3e,2026-06-04T10:49:00Z,normal-0641,normal_activity,Benign,Identity,user-002,workforce-sso,interactive_login,IN,0.893,2,27,1,0.842,0.03,0,—,—
evt-a3cd0a8a3f9d,2026-06-04T10:58:00Z,normal-0642,normal_activity,Benign,Cloud,user-003,analytics-warehouse,run_approved_query,US,0.82,2,26,2,10.992,0.02,0,—,—
evt-528f84cb3df6,2026-06-04T11:04:00Z,normal-0643,normal_activity,Benign,AI Agent,user-004,support-agent,agent_summarize_ticket,US,0.958,2,12,1,1.038,0.054,0,—,—
evt-e1d80bdcc9f4,2026-06-04T11:08:00Z,normal-0644,normal_activity,Benign,Identity,user-005,workforce-sso,interactive_login,GB,0.867,1,31,1,0.747,0.107,0,—,—
evt-708de7809b53,2026-06-04T11:18:00Z,normal-0645,normal_activity,Benign,AI Agent,user-006,support-agent,agent_summarize_ticket,DE,0.859,2,26,1,0.966,0.179,0,—,—
evt-de1d9c39a747,2026-06-04T11:22:00Z,normal-0646,normal_activity,Benign,Identity,user-007,workforce-sso,interactive_login,SG,0.826,2,16,1,0.125,0.102,0,—,—
evt-3d33bf5f8699,2026-06-04T11:33:00Z,normal-0647,normal_activity,Benign,SaaS,user-008,document-store,read_project_document,AU,0.979,2,29,1,1.945,0.212,0,—,—
evt-1e6f0d825479,2026-06-04T11:39:00Z,normal-0648,normal_activity,Benign,Cloud,user-009,analytics-warehouse,run_approved_query,IN,0.791,1,28,2,4.833,0.216,0,—,—
evt-d6dd5c11d46a,2026-06-04T11:46:00Z,normal-0649,normal_activity,Benign,Cloud,user-010,analytics-warehouse,run_approved_query,IN,0.893,2,32,2,4.78,0.059,0,—,—
evt-8758bfec9e3a,2026-06-04T11:50:00Z,normal-0650,normal_activity,Benign,Cloud,user-011,analytics-warehouse,run_approved_query,US,0.976,2,23,2,1.826,0.104,0,—,—
evt-4930e144e80e,2026-06-04T12:00:00Z,normal-0651,normal_activity,Benign,SaaS,user-012,document-store,read_project_document,US,0.909,2,30,1,1.87,0.038,0,—,—
evt-7794cf2b07c5,2026-06-04T12:00:00Z,info-00,infostealer_cloud_pivot,Credential Access,Endpoint,user-002,developer-laptop,browser_credential_store_read,RU,0.151,1,47,1,0.209,0.215,1,T1555,—
evt-700dedd987fd,2026-06-04T12:06:00Z,normal-0652,normal_activity,Benign,GitHub,user-013,engineering-repo,list_assigned_issues,GB,0.955,2,11,1,0.892,0.141,0,—,—
evt-09f8069defa9,2026-06-04T12:09:00Z,info-00,infostealer_cloud_pivot,Initial Access,Identity,user-002,workforce-sso,session_cookie_replayed,RU,0.111,1,116,2,0.179,0.319,1,T1539,—
evt-3d49aebd5dc9,2026-06-04T12:13:00Z,normal-0653,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.802,2,32,2,3.253,0.074,0,—,—
evt-a056b98aadcd,2026-06-04T12:14:00Z,info-00,infostealer_cloud_pivot,Discovery,GitHub,user-002,engineering-repo,enumerate_ci_secrets,RU,0.12,1,134,2,16.545,0.426,1,T1552,—
evt-082f26aab7b7,2026-06-04T12:19:00Z,normal-0654,normal_activity,Benign,SaaS,user-015,document-store,read_project_document,SG,0.962,2,3,1,5.996,0.179,0,—,—
evt-9877c8d47e03,2026-06-04T12:21:00Z,info-00,infostealer_cloud_pivot,Lateral Movement,Cloud,user-002,oidc-trust,assume_oidc_deployment_role,RU,0.138,1,148,4,1.982,0.537,1,T1550,ASI03
evt-ba1a58f11574,2026-06-04T12:27:00Z,normal-0655,normal_activity,Benign,GitHub,user-016,engineering-repo,list_assigned_issues,AU,0.953,2,36,1,0.329,0.066,0,—,—
evt-1f902e2c9bab,2026-06-04T12:28:00Z,info-00,infostealer_cloud_pivot,Privilege Escalation,Cloud,user-002,iam-control-plane,create_admin_role,RU,0.215,1,165,5,0.99,0.638,1,T1098,ASI03
evt-f6e6246cec03,2026-06-04T12:33:00Z,normal-0656,normal_activity,Benign,Cloud,user-017,analytics-warehouse,run_approved_query,IN,0.956,2,8,2,2.354,0.215,0,—,—
evt-63481d5a6726,2026-06-04T12:40:00Z,info-00,infostealer_cloud_pivot,Exfiltration,Cloud,user-002,customer-data,export_customer_dataset,RU,0.146,1,191,5,466.223,0.636,1,T1530,ASI03
evt-b3f65e44eb8e,2026-06-04T12:43:00Z,normal-0657,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.919,2,24,1,5.179,0.043,0,—,—
evt-a748ea4d5bcd,2026-06-04T12:48:00Z,normal-0658,normal_activity,Benign,GitHub,user-019,engineering-repo,list_assigned_issues,US,0.854,2,13,1,1.047,0.102,0,—,—
evt-9c08d25dae5f,2026-06-04T12:56:00Z,normal-0659,normal_activity,Benign,SaaS,user-020,document-store,read_project_document,US,0.799,2,27,1,0.238,0.086,0,—,—
evt-e2556924a76e,2026-06-04T13:01:00Z,normal-0660,normal_activity,Benign,Cloud,user-021,analytics-warehouse,run_approved_query,GB,0.982,2,34,2,3.966,0.177,0,—,—
evt-29dd2690c877,2026-06-04T13:09:00Z,normal-0661,normal_activity,Benign,Identity,user-022,workforce-sso,interactive_login,DE,0.799,2,11,1,0.944,0.101,0,—,—
evt-06b60b5d0463,2026-06-04T13:17:00Z,normal-0662,normal_activity,Benign,AI Agent,user-023,support-agent,agent_summarize_ticket,SG,0.994,2,36,1,0.181,0.193,0,—,—
evt-ba6f21b1bef2,2026-06-04T13:23:00Z,normal-0663,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.878,2,35,2,7.861,0.141,0,—,—
evt-547d423b51f4,2026-06-04T13:32:00Z,normal-0664,normal_activity,Benign,SaaS,user-025,document-store,read_project_document,IN,0.974,2,35,1,4.245,0.08,0,—,—
evt-b9956433a05b,2026-06-04T13:36:00Z,normal-0665,normal_activity,Benign,GitHub,user-026,engineering-repo,list_assigned_issues,IN,0.947,2,2,1,0.506,0.197,0,—,—
evt-3bb992e9a9b7,2026-06-04T13:46:00Z,normal-0666,normal_activity,Benign,Identity,user-027,workforce-sso,interactive_login,US,0.941,2,17,1,0.593,0.142,0,—,—
evt-47d54d4fbb38,2026-06-04T13:51:00Z,normal-0667,normal_activity,Benign,Identity,user-028,workforce-sso,interactive_login,US,0.88,2,38,1,0.124,0.129,0,—,—
evt-389260fee5b1,2026-06-04T14:00:00Z,normal-0668,normal_activity,Benign,AI Agent,user-029,support-agent,agent_summarize_ticket,GB,0.928,2,34,1,1.241,0.165,0,—,—
evt-9af66c6430a2,2026-06-04T14:03:00Z,normal-0669,normal_activity,Benign,Cloud,user-030,analytics-warehouse,run_approved_query,DE,0.962,2,4,2,5.696,0.099,0,—,—
evt-d503de52765c,2026-06-04T14:11:00Z,normal-0670,normal_activity,Benign,AI Agent,user-031,support-agent,agent_summarize_ticket,SG,0.951,2,38,1,0.924,0.115,0,—,—
evt-e0ed169ecef3,2026-06-04T14:20:00Z,normal-0671,normal_activity,Benign,SaaS,user-032,document-store,read_project_document,AU,0.812,2,30,1,4.196,0.037,0,—,—
evt-12a3c8fc4372,2026-06-04T14:28:00Z,normal-0672,normal_activity,Benign,AI Agent,user-033,support-agent,agent_summarize_ticket,IN,0.861,2,27,1,1.145,0.033,0,—,—
evt-b65e2fddba38,2026-06-04T14:33:00Z,normal-0673,normal_activity,Benign,GitHub,user-034,engineering-repo,list_assigned_issues,IN,0.845,1,10,1,0.391,0.04,0,—,—
evt-6aab340d6f33,2026-06-04T14:42:00Z,normal-0674,normal_activity,Benign,Cloud,user-035,analytics-warehouse,run_approved_query,US,0.78,2,5,2,4.685,0.193,0,—,—
evt-d1091538cb94,2026-06-04T14:48:00Z,normal-0675,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.809,2,30,1,0.628,0.17,0,—,—
evt-bf0e918b7917,2026-06-04T14:55:00Z,normal-0676,normal_activity,Benign,Cloud,user-037,analytics-warehouse,run_approved_query,GB,0.831,2,35,2,9.122,0.02,0,—,—
evt-8f3ef3cb1558,2026-06-04T15:02:00Z,normal-0677,normal_activity,Benign,GitHub,user-038,engineering-repo,list_assigned_issues,DE,0.903,2,36,1,1.745,0.028,0,—,—
evt-c2c516098c0b,2026-06-04T15:10:00Z,normal-0678,normal_activity,Benign,AI Agent,user-039,support-agent,agent_summarize_ticket,SG,0.977,2,35,1,1.151,0.048,0,—,—
evt-205bd799e495,2026-06-04T15:13:00Z,normal-0679,normal_activity,Benign,Identity,user-040,workforce-sso,interactive_login,AU,0.958,2,26,1,0.275,0.134,0,—,—
evt-5453bca45839,2026-06-04T15:23:00Z,normal-0680,normal_activity,Benign,GitHub,user-001,engineering-repo,list_assigned_issues,IN,0.864,2,7,1,0.93,0.124,0,—,—
evt-d3505702bd73,2026-06-04T15:29:00Z,normal-0681,normal_activity,Benign,SaaS,user-002,document-store,read_project_document,IN,0.793,2,12,1,1.682,0.016,0,—,—
evt-4d0d75ecde63,2026-06-04T15:34:00Z,normal-0682,normal_activity,Benign,Identity,user-003,workforce-sso,interactive_login,US,0.791,2,38,1,0.298,0.06,0,—,—
evt-e629986e9535,2026-06-04T15:45:00Z,normal-0683,normal_activity,Benign,Cloud,user-004,analytics-warehouse,run_approved_query,US,0.794,1,15,2,1.788,0.202,0,—,—
evt-5e3ad94652dc,2026-06-04T15:48:00Z,normal-0684,normal_activity,Benign,SaaS,user-005,document-store,read_project_document,GB,0.847,2,6,1,5.788,0.188,0,—,—
evt-3598adfd70c5,2026-06-04T15:59:00Z,normal-0685,normal_activity,Benign,AI Agent,user-006,support-agent,agent_summarize_ticket,DE,0.99,2,36,1,1.195,0.105,0,—,—
evt-627228cdaaa5,2026-06-04T16:00:00Z,prom-00,prompt_injection_tool_abuse,Initial Access,AI Agent,user-003,retrieval-pipeline,retrieve_untrusted_document,IN,0.797,2,13,1,0.368,0.597,1,T1204,ASI01
evt-bc5fc7b6f383,2026-06-04T16:02:00Z,normal-0686,normal_activity,Benign,Identity,user-007,workforce-sso,interactive_login,SG,0.985,2,17,1,0.813,0.186,0,—,—
evt-cb95ec872f03,2026-06-04T16:11:00Z,prom-00,prompt_injection_tool_abuse,Execution,AI Agent,user-003,tool-gateway,invoke_unapproved_secret_tool,IN,0.79,2,17,2,0.212,0.874,1,T1059,ASI02
evt-ec88759f5e28,2026-06-04T16:12:00Z,normal-0687,normal_activity,Benign,SaaS,user-008,document-store,read_project_document,AU,0.943,2,20,1,5.086,0.029,0,—,—
evt-a8b5b0f8e41d,2026-06-04T16:14:00Z,prom-00,prompt_injection_tool_abuse,Credential Access,AI Agent,user-003,secret-manager,list_service_credentials,IN,0.777,2,31,3,0.295,0.979,1,T1552,ASI03
evt-92a088c33939,2026-06-04T16:16:00Z,normal-0688,normal_activity,Benign,AI Agent,user-009,support-agent,agent_summarize_ticket,IN,0.991,2,22,1,0.395,0.143,0,—,—
evt-f38ba747044c,2026-06-04T16:26:00Z,normal-0689,normal_activity,Benign,GitHub,user-010,engineering-repo,list_assigned_issues,IN,0.783,2,1,1,0.711,0.138,0,—,—
evt-2d68da1b31aa,2026-06-04T16:30:00Z,normal-0690,normal_activity,Benign,Cloud,user-011,analytics-warehouse,run_approved_query,US,0.898,2,5,2,12.638,0.123,0,—,—
evt-0c4e1f939251,2026-06-04T16:32:00Z,prom-00,prompt_injection_tool_abuse,Collection,AI Agent,user-003,customer-data,agent_bulk_export,IN,0.708,2,42,5,186.547,1.0,1,T1213,ASI02
evt-78783f1ef85d,2026-06-04T16:33:00Z,prom-00,prompt_injection_tool_abuse,Privilege Escalation,Cloud,user-003,iam-control-plane,agent_chain_admin_role,IN,0.786,2,29,5,0.228,0.964,1,T1098,ASI02
evt-8e877f9a7386,2026-06-04T16:40:00Z,normal-0691,normal_activity,Benign,SaaS,user-012,document-store,read_project_document,US,0.965,2,1,1,2.247,0.036,0,—,—
evt-fa1ab4eabce1,2026-06-04T16:45:00Z,prom-00,prompt_injection_tool_abuse,Exfiltration,AI Agent,user-003,external-api,agent_send_external,IN,0.651,2,53,5,303.242,1.0,1,T1567,ASI05
evt-95691cc5cc4a,2026-06-04T16:46:00Z,normal-0692,normal_activity,Benign,GitHub,user-013,engineering-repo,list_assigned_issues,GB,0.822,2,20,1,0.521,0.18,0,—,—
evt-09a1c9367306,2026-06-04T16:52:00Z,normal-0693,normal_activity,Benign,AI Agent,user-014,support-agent,agent_summarize_ticket,DE,0.826,2,26,1,1.366,0.033,0,—,—
evt-ceba9900ecb7,2026-06-04T17:00:00Z,normal-0694,normal_activity,Benign,AI Agent,user-015,support-agent,agent_summarize_ticket,SG,0.904,1,9,1,0.892,0.167,0,—,—
evt-ef185f39fd63,2026-06-04T17:06:00Z,normal-0695,normal_activity,Benign,SaaS,user-016,document-store,read_project_document,AU,0.966,1,35,1,3.505,0.139,0,—,—
evt-8a12e47e4b60,2026-06-04T17:16:00Z,normal-0696,normal_activity,Benign,GitHub,user-017,engineering-repo,list_assigned_issues,IN,0.875,2,18,1,0.912,0.036,0,—,—
evt-d553f2080131,2026-06-04T17:23:00Z,normal-0697,normal_activity,Benign,GitHub,user-018,engineering-repo,list_assigned_issues,IN,0.982,2,21,1,1.542,0.011,0,—,—
evt-ead578cb7944,2026-06-04T17:27:00Z,normal-0698,normal_activity,Benign,Cloud,user-019,analytics-warehouse,run_approved_query,US,0.991,2,13,2,13.873,0.045,0,—,—
evt-a62d60d08703,2026-06-04T17:35:00Z,normal-0699,normal_activity,Benign,GitHub,user-020,engineering-repo,list_assigned_issues,US,0.965,2,31,1,0.153,0.06,0,—,—
evt-9ca5740a230f,2026-06-04T17:42:00Z,normal-0700,normal_activity,Benign,AI Agent,user-021,support-agent,agent_summarize_ticket,GB,0.916,2,29,1,0.202,0.132,0,—,—
evt-0b40e9cedcea,2026-06-04T17:47:00Z,normal-0701,normal_activity,Benign,SaaS,user-022,document-store,read_project_document,DE,0.794,2,4,1,5.517,0.073,0,—,—
evt-1013042d343d,2026-06-04T17:57:00Z,normal-0702,normal_activity,Benign,Identity,user-023,workforce-sso,interactive_login,SG,0.916,2,1,1,0.066,0.105,0,—,—
evt-898ee9761759,2026-06-04T18:04:00Z,normal-0703,normal_activity,Benign,Identity,user-024,workforce-sso,interactive_login,AU,0.88,2,13,1,0.795,0.033,0,—,—
evt-ca36b8272267,2026-06-04T18:08:00Z,normal-0704,normal_activity,Benign,AI Agent,user-025,support-agent,agent_summarize_ticket,IN,0.836,2,29,1,0.902,0.049,0,—,—
evt-671737cd19a1,2026-06-04T18:16:00Z,normal-0705,normal_activity,Benign,GitHub,user-026,engineering-repo,list_assigned_issues,IN,0.848,2,10,1,0.692,0.041,0,—,—
evt-e8f3c4fe85a8,2026-06-04T18:24:00Z,normal-0706,normal_activity,Benign,SaaS,user-027,document-store,read_project_document,US,0.793,2,36,1,1.888,0.19,0,—,—
evt-7a83a83d32bd,2026-06-04T18:32:00Z,normal-0707,normal_activity,Benign,SaaS,user-028,document-store,read_project_document,US,0.927,2,30,1,5.864,0.136,0,—,—
evt-c1f2f44e998e,2026-06-04T18:38:00Z,normal-0708,normal_activity,Benign,Identity,user-029,workforce-sso,interactive_login,GB,0.88,2,3,1,0.852,0.114,0,—,—
evt-2d396abc4cf3,2026-06-04T18:43:00Z,normal-0709,normal_activity,Benign,GitHub,user-030,engineering-repo,list_assigned_issues,DE,0.958,2,26,1,0.986,0.049,0,—,—
evt-f5841373858e,2026-06-04T18:50:00Z,normal-0710,normal_activity,Benign,SaaS,user-031,document-store,read_project_document,SG,0.919,2,24,1,0.628,0.019,0,—,—
evt-78b6cb392b13,2026-06-04T18:57:00Z,normal-0711,normal_activity,Benign,AI Agent,user-032,support-agent,agent_summarize_ticket,AU,0.834,2,12,1,0.344,0.187,0,—,—
evt-3d932deba344,2026-06-04T19:04:00Z,normal-0712,normal_activity,Benign,SaaS,user-033,document-store,read_project_document,IN,0.847,2,24,1,4.129,0.149,0,—,—
evt-df7bb44f295a,2026-06-04T19:15:00Z,normal-0713,normal_activity,Benign,SaaS,user-034,document-store,read_project_document,IN,0.974,2,13,1,5.987,0.05,0,—,—
evt-99329b129836,2026-06-04T19:21:00Z,normal-0714,normal_activity,Benign,AI Agent,user-035,support-agent,agent_summarize_ticket,US,0.909,2,19,1,1.389,0.176,0,—,—
evt-310493606776,2026-06-04T19:27:00Z,normal-0715,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.975,2,6,1,0.812,0.175,0,—,—
evt-666961269dc8,2026-06-04T19:36:00Z,normal-0716,normal_activity,Benign,Cloud,user-037,analytics-warehouse,run_approved_query,GB,0.894,2,24,2,9.386,0.12,0,—,—
evt-f2cf92246421,2026-06-04T19:42:00Z,normal-0717,normal_activity,Benign,AI Agent,user-038,support-agent,agent_summarize_ticket,DE,0.923,2,13,1,1.39,0.105,0,—,—
evt-b2ebb9360d43,2026-06-04T19:47:00Z,normal-0718,normal_activity,Benign,GitHub,user-039,engineering-repo,list_assigned_issues,SG,0.836,2,6,1,1.789,0.072,0,—,—
evt-aa83560166fc,2026-06-04T19:57:00Z,normal-0719,normal_activity,Benign,Cloud,user-040,analytics-warehouse,run_approved_query,AU,0.875,2,32,2,9.075,0.077,0,—,—
evt-db3f15a6a5b6,2026-06-05T08:00:00Z,devi-01,device_code_phishing,Initial Access,Identity,user-004,workforce-sso,device_code_requested,BR,0.145,0,53,1,0.108,0.112,1,T1566,—
evt-0ab0a93c47e7,2026-06-05T08:09:00Z,devi-01,device_code_phishing,Credential Access,Identity,user-004,workforce-sso,device_code_token_replayed,BR,0.231,0,95,1,0.088,0.192,1,T1528,—
evt-4a6f17510e8a,2026-06-05T08:14:00Z,devi-01,device_code_phishing,Discovery,SaaS,user-004,mailbox,enumerate_mailbox_rules,BR,0.238,0,107,2,7.512,0.22,1,T1087,—
